ligand_number,vinardo_score
1,-4.974
2,-5.269
3,-4.874
4,-4.500
5,-5.609
6,-4.556
7,-4.873
8,-5.258
9,-4.506
10,-5.329
11,-5.941
12,-4.557
13,-5.293
14,-4.447
15,-4.676
16,-6.342
17,-5.229
18,-4.022
19,-4.687
20,-4.857
21,-5.805
22,-4.844
23,-5.254
24,-4.448
25,-4.683
26,-4.625
27,-5.163
28,-2.205
29,-4.729
30,-5.845
31,-4.231
32,-4.284
33,-4.273
34,-4.281
35,-4.809
36,-4.371
37,-3.970
38,-4.960
39,-4.382
